시군명,구/읍면동명,업종구분명,시설명,교습과정명,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
부천시,도당동,교습소,도당e(이)플러스영어교습소,보습,경기도 부천시 도당동 58-7번지 3층,경기도 부천시 삼작로 244,37.51995328,126.7885459
부천시,도당동,학교교과교습학원,도당비젼스터디보습학원,보습,경기도 부천시 도당동 58-2번지 정남프라자 3층 일부,"경기도 부천시 원미구 삼작로 252, 3층 일부 (도당동,정남프라자)",37.51983777,126.7894398
부천시,도당동,학교교과교습학원,상록수음악학원,음악,경기도 부천시 도당동 108-12번지 2층,경기도 부천시 원미구 삼작로280번길 8 2층 (도당동),37.51976186,126.7923246
부천시,도당동,학교교과교습학원,에듀탑보습학원,보습,경기도 부천시 도당동 118-10번지 한영빌딩 가동 2층 전체,경기도 부천시 원미구 삼작로280번길 21-3 가동 2층 전체 (도당동),37.51928483,126.7925974
부천시,도당동,학교교과교습학원,멘토의힘영수보습학원,보습·논술,경기도 부천시 도당동 108-12번지 3층,경기도 부천시 원미구 삼작로280번길 8 3층(가동) (도당동),37.51976186,126.7923246
부천시,도당동,학교교과교습학원,그림나라보습학원,보습,경기도 부천시 도당동 130-6번지 3층,경기도 부천시 원미구 삼작로292번길 21-19 3층 (도당동),37.51926194,126.794939
부천시,도당동,학교교과교습학원,새솔보습학원,보습,경기도 부천시 도당동 118-4번지 새솔미술속셈학원 2층,경기도 부천시 원미구 삼작로280번길 21-19 2층 (도당동),37.51925962,126.7936268
부천시,도당동,학교교과교습학원,캠퍼스보습학원,보습,경기도 부천시 도당동 284-1번지 3층 우측 안영환치과의원,"경기도 부천시 원미구 옥산로 153, 3층 우측 (도당동,안영환치과의원)",37.50706226,126.7799646
부천시,도당동,학교교과교습학원,상상하이스트보습학원,보습,경기도 부천시 도당동 108-7번지 2층,"경기도 부천시 삼작로 272, 2층 (도당동)",37.51992309,126.7917925
부천시,도당동,학교교과교습학원,푸르넷아카데미도당보습학원,보습,경기도 부천시 도당동 105-4번지 2층 전체,"경기도 부천시 성곡로69번길 93, 2층 전체 (도당동)",37.51859069,126.7923844
부천시,도당동,학교교과교습학원,한수보습학원,보습,경기도 부천시 도당동 61-2번지 영진빌딩 4층,"경기도 부천시 원미구 삼작로 257, 4층 (도당동,영진빌딩)",37.52028937,126.7900494
부천시,도당동,학교교과교습학원,민족영재보습어학원,실용외국어(유아/초·중·고),"경기도 부천시 도당동 43-2번지 2층,3층","경기도 부천시 원미구 수도로 200, 2층,3층 (도당동)",37.51940105,126.7870996
부천시,도당동,학교교과교습학원,대산보습학원,보습,경기도 부천시 도당동 131-1번지 3층,경기도 부천시 원미구 삼작로 294 3층 (도당동),37.51981013,126.7941343
부천시,도당동,학교교과교습학원,유은하음악학원,음악,경기도 부천시 도당동 63-12번지 2층,경기도 부천시 원미구 삼작로256번길 21-21 2층 (도당동),37.51925493,126.7909912
부천시,도당동,학교교과교습학원,위즈덤플러스보습미술학원,보습,"경기도 부천시 도당동 264-9번지 1층,2층","경기도 부천시 원미구 길주로391번길 60 1층,2층",37.50603662,126.7855999
부천시,도당동,학교교과교습학원,에로이카음악학원,음악,경기도 부천시 도당동 108번지 청오빌딩 301호,경기도 부천시 원미구 삼작로 270  301호,37.51992244,126.7914305
부천시,도당동,학교교과교습학원,목화음악학원,음악,경기도 부천시 도당동 108-1번지 4층,경기도 부천시 원미구 삼작로 278 4층 (도당동),37.51992394,126.7922675
부천시,도당동,학교교과교습학원,잉글리쉬무무도당보습학원,보습,경기도 부천시 도당동 62-2번지 2층 일부,"경기도 부천시 원미구 삼작로 262, 2층일부 (도당동)",37.51983971,126.7905145
부천시,범박동,학교교과교습학원,새아르떼음악학원,음악,"경기도 부천시 범박동 152-2번지 현대홈타운 범박힐스테이트4단지상가동 202호,203호","경기도 부천시 소사구 범안로96번길 29, 범박힐스테이트4단지상가동 202호,203호 (범박동,현대홈타운)",37.4715401,126.807687
부천시,범박동,학교교과교습학원,김태균수학클리닉김태균엘리트(ELITE)수학범박캠퍼스보습학원,보습,경기도 부천시 범박동 155-2번지 현대리치모아 611호,"경기도 부천시 소사구 범안로 117, 611호 (범박동, 현대리치모아)",37.47112897,126.8097116
부천시,범박동,학교교과교습학원,토리의작업실미술학원,미술,경기도 부천시 범박동 151-2번지 203호 및 203-1호,"경기도 부천시 소사구 범안로 130-21, 203호 및 203-1호 (범박동)",37.46899056,126.8078519
부천시,범박동,학교교과교습학원,메릭스해법수학보습학원,보습,경기도 부천시 범박동 155-2번지 현대리치모아 305호,"경기도 부천시 범안로 117, 305호 (현대리치모아) (범박동)",37.47112897,126.8097116
부천시,범박동,학교교과교습학원,대치동수학입시학원,입시,경기도 부천시 범박동 155-2번지 현대리치모아 5층 502호,"경기도 부천시 범안로 117, 5층 502호 (범박동,현대리치모아)",37.47112897,126.8097116
부천시,범박동,학교교과교습학원,모짜르트음악학원,음악,경기도 부천시 범박동 35-1번지 신한은행365 4층 401호,경기도 부천시 소사구 범안로 118 4층 401호 (범박동),37.47120869,126.8088749
부천시,범박동,학교교과교습학원,나은아음악학원,음악,경기도 부천시 범박동 150-2번지 현대홈타운 301동 304호,"경기도 부천시 소사구 은성로 172-9, 현대홈타운301호 304호 (범박동,현대홈타운)",37.46906842,126.8059074
부천시,범박동,학교교과교습학원,뮤직아이드림범박음악학원,음악,경기도 부천시 범박동 152-2번지 현대홈타운 3층 304호,"경기도 부천시 범안로96번길 29, 3층 304호 (범박동)",37.4715401,126.807687
부천시,범박동,학교교과교습학원,샤인어학보습학원,보습,경기도 부천시 범박동 232-4번지 1층 일부,"경기도 부천시 양지남로 69-12, 1층 일부 (범박동)",37.46826202,126.8141841
부천시,범박동,학교교과교습학원,샤인어학보습학원,실용외국어(유아/초·중·고),경기도 부천시 범박동 232-4번지 1층 일부,"경기도 부천시 양지남로 69-12, 1층 일부 (범박동)",37.46826202,126.8141841
부천시,범박동,학교교과교습학원,치동이네숲독서실,독서실(유아/초·중·고),경기도 부천시 범박동 155-2번지 현대리치모아 5층 505호,"경기도 부천시 범안로 117, 5층 505호 (범박동,현대리치모아)",37.47112897,126.8097116
부천시,범박동,학교교과교습학원,소사대성N(엔)입시학원,보습,경기도 부천시 범박동 155-2번지 현대리치모아 512호,"경기도 부천시 소사구 범안로 117, 현대리치모아 512호 (범박동,현대리치모아)",37.47112897,126.8097116
부천시,범박동,학교교과교습학원,EZ(이지)독서논술보습학원,보습,경기도 부천시 범박동 155-2번지 현대리치모아 301호,"경기도 부천시 소사구 범안로 117, 301호 (범박동, 현대리치모아)",37.47112897,126.8097116
부천시,범박동,학교교과교습학원,프라임보습학원,보습,경기도 부천시 범박동 4-1번지 승일빌딩 4층,"경기도 부천시 범안로95번길 43, 4층 (범박동)",37.47376241,126.8112649
부천시,범박동,학교교과교습학원,쇼팽음악학원,음악,경기도 부천시 범박동 155-1번지 현대홈타운3단지 상가동 302호,경기도 부천시 소사구 범안로95번길 16  현대홈타운3단지 상가동 302호,37.47254462,126.8103749
부천시,범박동,학교교과교습학원,유레카수학보습학원,보습,경기도 부천시 범박동 44-17번지 401호,"경기도 부천시 소사구 범안로 137, 401호 (범박동)",37.46940739,126.8092978
부천시,범박동,학교교과교습학원,범박이아이이어학원,실용외국어(유아/초·중·고),경기도 부천시 범박동 44-17번지 5층,"경기도 부천시 범안로 137, 5층 (범박동)",37.46940739,126.8092978
부천시,범박동,학교교과교습학원,EK(이케이)어학원,실용외국어(유아/초·중·고),경기도 부천시 범박동 155-2번지 현대리치모아 607호,"경기도 부천시 소사구 범안로 117, 607호 (범박동,현대리치모아)",37.47112897,126.8097116
부천시,범박동,학교교과교습학원,퍼스트넷보습학원,보습,경기도 부천시 범박동 155-2번지 현대리치모아 5층 501호,경기도 부천시 소사구 범안로 117 현대리치모아 5층 501호 (범박동),37.47112897,126.8097116
부천시,범박동,학교교과교습학원,소사대성N(엔)어학원,실용외국어(유아/초·중·고),경기도 부천시 범박동 155-2번지 현대리치모아 506호,"경기도 부천시 소사구 범안로 117, 현대리치모아 506호 (범박동,현대리치모아)",37.47112897,126.8097116
부천시,범박동,학교교과교습학원,하연과학보습학원,보습,경기도 부천시 범박동 155-2번지 현대리치모아 304호,"경기도 부천시 소사구 범안로 117, 304호 (범박동, 현대리치모아)",37.47112897,126.8097116
부천시,범박동,학교교과교습학원,이보영의토킹클럽범박어학원,실용외국어(유아/초·중·고),경기도 부천시 범박동 155-2번지 현대리치모아 603호,"경기도 부천시 소사구 범안로 117, 603호 (범박동,현대리치모아)",37.47112897,126.8097116
부천시,범박동,학교교과교습학원,성신음악학원,음악,경기도 부천시 범박동 151-2번지 현대홈타운5단지 상가 2층 204호,경기도 부천시 소사구 범안로 130-27 현대홈타운 5단지상가2층 204호 (범박동),37.46899056,126.8078519
부천시,범박동,교습소,영재바둑교습소,바둑,"경기도 부천시 범박동 154-2번지 부천 범박 힐스테이트 1단지 305호 304호,305호",경기도 부천시 범안로 77,37.47454366,126.8096576
부천시,범박동,교습소,생각하는손가락미술교습소,미술,경기도 부천시 범박동 35-1번지 신한은행365 401호 우측 일부,경기도 부천시 범안로 118,37.47120869,126.8088749
부천시,범박동,교습소,조이해법영어교습소,보습,경기도 부천시 범박동 155-1번지 현대홈타운 상가동 301호,경기도 부천시 범안로95번길 16,37.47254462,126.8103749
부천시,범박동,교습소,범박영재들의미술상자미술교습소,미술,경기도 부천시 범박동 155-1번지 부천범박힐스테이트3단지 202호,경기도 부천시 범안로95번길 16,37.47254462,126.8103749
부천시,범박동,교습소,범박해법중국어교습소,보습,경기도 부천시 범박동 155-1번지 부천범박힐스테이트3단지 3층 303호,경기도 부천시 범안로95번길 16,37.47254462,126.8103749
부천시,범박동,교습소,일신e해법수학교습소,보습,경기도 부천시 범박동 152-2번지 현대홈타운 205호 일부,경기도 부천시 범안로96번길 29,37.4715401,126.807687
부천시,범박동,교습소,노랑캔버스미술교습소,미술,경기도 부천시 범박동 154-2번지 부천 범박 힐스테이트 1단지 상가동 204호,경기도 부천시 범안로 77,37.47454366,126.8096576
부천시,범박동,교습소,강해수학교습소,보습,경기도 부천시 범박동 150-2번지 현대홈타운 상가동 302호,경기도 부천시 은성로 172-17,37.46906842,126.8059074
부천시,범박동,교습소,TED(테드)영어교습소,보습,경기도 부천시 범박동 152-2번지 현대홈타운 205호 일부,경기도 부천시 범안로96번길 29,37.4715401,126.807687
부천시,범박동,교습소,시카고잉글리쉬(CHICAGO ENGLISH)영어교습소,보습,경기도 부천시 범박동 153-2번지 현대홈타운 306호,경기도 부천시 범안로 78,37.47426125,126.8077704
부천시,범박동,교습소,조민호바른영어교습소,보습,"경기도 부천시 범박동 151-2번지 현대홈타운 2층 201,202호",경기도 부천시 범안로 130-21,37.46899056,126.8078519
부천시,범박동,교습소,태영영어교습소,보습,경기도 부천시 범박동 44-8번지 경원프라자 103호,경기도 부천시 범안로 141-10,37.46926392,126.8097164
부천시,범박동,교습소,G(지)-2영어교습소,보습,경기도 부천시 범박동 151-2번지 현대홈타운 상가동 3층 301호,경기도 부천시 범안로 130-21,37.46899056,126.8078519
부천시,범박동,교습소,탑해법영어교습소,보습,경기도 부천시 범박동 152-2번지 현대홈타운4단지 상가 206호 일부,경기도 부천시 범안로96번길 29,37.4715401,126.807687
