"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000012612,광명고등학교,고등학교,1975-03-03,공립,본교,운영,경기도 광명시 철산동 234,경기도 광명시 오리로876번길 17,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.4785711698,126.8659895718,2021-03-25
B000008908,신광중학교,중학교,1981-03-06,공립,본교,운영,광주광역시 북구 두암동 576-5,광주광역시 북구 면앙로165번길 80,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.1795333405,126.9321201796,2021-03-25
B000012835,양구여자고등학교,고등학교,1974-01-05,공립,본교,운영,강원도 양구군 양구읍 정림리 230-1,강원도 양구군 양구읍 박수근로 327,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2020-09-22,38.1009113952,127.9808197101,2021-03-25
B000009871,석천중학교,중학교,1970-03-10,공립,본교,운영,강원도 양구군 양구읍 정림리 230-1,강원도 양구군 양구읍 박수근로 327,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2020-09-22,38.1009113952,127.9808197101,2021-03-25
B000008631,기장중학교,중학교,1954-05-31,공립,본교,운영,부산광역시 기장군 기장읍 대라리 40,부산광역시 기장군 기장읍 읍내로 120,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.2448818739,129.2183149163,2021-03-25
B000009916,운호중학교,중학교,1968-03-06,사립,본교,운영,충청북도 청주시 서원구 모충동 132-13,충청북도 청주시 서원구 무심서로 375,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.6250531729,127.4851868214,2021-03-25
B000013541,문현고등학교,고등학교,2006-03-01,공립,본교,운영,울산광역시 동구 방어동 1008,울산광역시 동구 화잠7길 25,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.4823956491,129.4091804390,2021-03-25
B000010194,만리포중학교,중학교,1968-03-22,공립,본교,운영,충청남도 태안군 소원면 신덕리 631-2,충청남도 태안군 소원면 소근로 63-12,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2020-09-22,36.76552125,126.1939311480,2021-03-25
B000022914,춘천여자고등학교,고등학교,1934-04-10,공립,본교,운영,강원도 춘천시 동면 장학리 173,강원도 춘천시 동면 만천양지길 95,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.8884898904,127.7635403167,2021-03-25
B000008651,공산중학교,중학교,1954-04-23,사립,본교,운영,대구광역시 동구 백안동 560-5,대구광역시 동구 팔공로197길 26,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.9550658566,128.6906837897,2021-03-25
B000011923,상명대학교사범대학부속여자고등학교,고등학교,1967-03-07,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.6041089058,126.9551594965,2021-03-25
B000012788,황지고등학교,고등학교,1965-12-18,공립,본교,운영,강원도 태백시 황지동 232,강원도 태백시 번영로 179,7800000,강원도교육청,7851000,강원도태백교육지원청,2013-11-29,2020-09-22,37.1611203739,128.9855687725,2021-03-25
B000002202,서울양원초등학교,초등학교,1991-05-06,공립,본교,운영,서울특별시 양천구 신월동 260-1,서울특별시 양천구 화곡로 16,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5382173279,126.8231052242,2021-03-25
B000002433,보수초등학교,초등학교,1953-07-09,공립,본교,운영,부산광역시 중구 보수동1가 50-1,부산광역시 중구 흑교로 74,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.1060721539,129.024219,2021-03-25
B000009849,계촌중학교,중학교,1969-03-12,공립,본교,운영,강원도 평창군 방림면 계촌리 2054-2,강원도 평창군 방림면 계촌길 139,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2020-09-22,37.4532286745,128.3083929,2021-03-25
B000009113,울산중앙중학교,중학교,1980-03-02,공립,본교,운영,울산광역시 남구 신정동 859-3,울산광역시 남구 중앙로63번길 5,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.5260242954,129.3156804769,2021-03-25
B000025338,수완하나중학교,중학교,2015-03-01,공립,본교,운영,광주광역시 광산구 수완동 973,광주광역시 광산구 수완로105번길 47,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1942080768,126.8275241622,2021-03-25
B000011088,경운중학교,중학교,2001-03-01,공립,본교,운영,경상남도 김해시 내동 1115-3,경상남도 김해시 우암로 62,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.2361259374,128.8618342445,2021-03-25
B000012401,무거고등학교,고등학교,2006-03-04,공립,본교,운영,울산광역시 남구 무거동 1000,울산광역시 남구 대학로1번길 17-28,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.5362789261,129.2507422513,2021-03-25
B000002594,거제초등학교,초등학교,1946-06-01,공립,본교,운영,부산광역시 연제구 거제동 676-152,부산광역시 연제구 해맞이로 39,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.1780739559,129.0675717007,2021-03-25
B000008733,성서중학교,중학교,1970-03-30,공립,본교,운영,대구광역시 달서구 용산동 948,대구광역시 달서구 용산서로 63,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8558080954,128.5266048454,2021-03-25
B000001873,서울상봉초등학교,초등학교,1983-10-25,공립,본교,운영,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.5979789522,127.0831714191,2021-03-25
B000002069,서울원광초등학교,초등학교,1992-04-30,공립,본교,운영,서울특별시 노원구 중계동 359,서울특별시 노원구 덕릉로76길 18,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.6543109224,127.0749142468,2021-03-25
B000002068,서울월계초등학교,초등학교,1993-05-06,공립,본교,운영,서울특별시 노원구 월계동 561,서울특별시 노원구 월계로45가길 10,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62762424,127.0501876323,2021-03-25
B000013477,우신고등학교,고등학교,1974-03-05,사립,본교,운영,서울특별시 구로구 궁동 230,서울특별시 구로구 부일로 917,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.4949023087,126.8263535997,2021-03-25
B000012812,주천고등학교,고등학교,1946-04-01,공립,본교,운영,강원도 영월군 주천면 주천리 1430,강원도 영월군 주천면 주천로89번길 41,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.2735517942,128.2650793743,2021-03-25
B000003451,대전신계초등학교,초등학교,2005-09-01,공립,본교,운영,대전광역시 서구 복수동 452,대전광역시 서구 복수동로 26,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.30195202,127.3780278,2021-03-25
B000022940,강경상업고등학교,고등학교,1920-05-25,공립,본교,운영,충청남도 논산시 강경읍 남교리 1,충청남도 논산시 강경읍 계백로 220,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.1614244493,127.0232979527,2021-03-25
B000005014,근덕초등학교,초등학교,1922-05-17,공립,본교,운영,강원도 삼척시 근덕면 교가리 1124-2,강원도 삼척시 근덕면 삼척로 3653,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2020-09-22,37.3809242797,129.2244956412,2021-03-25
B000003181,송해초등학교,초등학교,1933-10-06,공립,본교,운영,인천광역시 강화군 송해면 솔정리 640,인천광역시 강화군 송해면 전망대로 93-12,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2020-09-22,37.7694550994,126.4610541008,2021-03-25
B000003174,양도초등학교,초등학교,1918-04-01,공립,본교,운영,인천광역시 강화군 양도면 삼흥리 288,인천광역시 강화군 양도면 강화남로 1036,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2020-09-22,37.68897162,126.4193695437,2021-03-25
B000008385,남성중학교,중학교,1983-04-29,공립,본교,운영,서울특별시 동작구 사당동 304-45,서울특별시 동작구 남부순환로269길 166,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.4790082237,126.972489,2021-03-25
B000004087,서해초등학교,초등학교,1996-11-01,공립,본교,운영,경기도 시흥시 정왕동 1867-2,경기도 시흥시 정왕대로53번길 14,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.3561223736,126.7251311892,2021-03-25
B000008031,고산초등학교,초등학교,1945-05-01,공립,본교,운영,제주특별자치도 제주시 한경면 고산리 2684-1,제주특별자치도 제주시 한경면 고산로1길 16,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2020-09-22,33.3045269693,126.1768734874,2021-03-25
B000025226,인천송일초등학교,초등학교,2015-09-01,공립,본교,운영,인천광역시 연수구 송도동 107,인천광역시 연수구 컨벤시아대로252번길 15,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.3841880193,126.6351350058,2021-03-25
B000025193,인천만월초등학교,초등학교,1989-03-01,공립,본교,운영,인천광역시 남동구 구월동 1521,인천광역시 남동구 선수촌로 28,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.4418066158,126.7155207512,2021-03-25
B000009263,대안여자중학교,중학교,1986-03-01,공립,본교,운영,경기도 안양시 동안구 호계동 1233,경기도 안양시 동안구 흥안대로223번길 46,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.3771591040,126.9651001856,2021-03-25
B000009058,대전하기중학교,중학교,2006-03-01,공립,본교,운영,대전광역시 유성구 하기동 520,대전광역시 유성구 송림로48번길 6-30,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3858890732,127.3222049387,2021-03-25
B000026215,목감고등학교,고등학교,2020-03-01,공립,본교,운영,경기도 시흥시 조남동 387,경기도 시흥시 목감둘레로 150,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2021-03-23,37.3722233929,126.8571834279,2021-03-25
B000008529,남천중학교,중학교,1984-12-29,공립,본교,운영,부산광역시 남구 대연동 455-12,부산광역시 남구 황령대로492번길 71,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1366035891,129.1052341272,2021-03-25
B000012085,정신여자고등학교,고등학교,1887-10-20,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.5094538398,127.0738473291,2021-03-25
B000008913,문화중학교,중학교,1984-03-08,공립,본교,운영,광주광역시 북구 우산동 118-4,광주광역시 북구 면앙로 111,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.1784669374,126.9239161728,2021-03-25
B000011367,부산영상예술고등학교,고등학교,1955-04-25,공립,본교,운영,부산광역시 영도구 신선동3가 71-1,부산광역시 영도구 영상길 100,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0851361332,129.0449174687,2021-03-25
B000011565,김화공업고등학교,고등학교,1968-04-25,공립,본교,운영,강원도 철원군 서면 와수리 589-5,강원도 철원군 서면 와수1로 72,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2020-09-22,38.2434075644,127.4349464,2021-03-25
B000002850,대구태전초등학교,초등학교,1994-03-01,공립,본교,운영,대구광역시 북구 태전동 957,대구광역시 북구 칠곡중앙대로75길 16,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.9302459544,128.5460016,2021-03-25
B000012960,대흥고등학교,고등학교,1966-02-22,사립,본교,운영,충청남도 예산군 대흥면 상중리 231,충청남도 예산군 대흥면 예당로 845,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2020-09-22,36.6054865611,126.7916055894,2021-03-25
B000009073,성안중학교,중학교,2001-03-05,공립,본교,운영,울산광역시 중구 성안동 519-8,울산광역시 중구 성안2길 30,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.57278036,129.3178978152,2021-03-25
