관리번호,노선명,노선번호,기점,종점,총연장,포장도연장 계(단위:㎞),포장도연장 2차선,포장도연장 4차선,포장도연장 6차선,포장도연장 8차선,미개설도연장(단위:㎞)
715,소로2류438호선,시도715호선(춘의-춘의),춘의동 159,춘의동 159,0.643,0.643,0.643,,,,
716,소로2류439호선,시도716호선(춘의-춘의),춘의동 159,춘의동 159,0.172,0.172,0.172,,,,
717,소로2류440호선,시도717호선(춘의-춘의),춘의동 159,춘의동 159,0.188,0.188,0.188,,,,
718,소로2류441호선,시도718호선(춘의-춘의),춘의동 197,춘의동 197,0.104,0.104,0.104,,,,
719,소로2류442호선,시도719호선(춘의-춘의),춘의동 197,춘의동 197,0.204,0.204,0.204,,,,
720,소로2류443호선,시도720호선(춘의-춘의),춘의동 197,춘의동 197,0.152,0.152,0.152,,,,
721,소로2류444호선,시도721호선(춘의-춘의),춘의동 197,춘의동 197,0.685,0.685,0.685,,,,
722,소로2류445호선,시도722호선(원미-춘의),원미동 1-1,춘의동 197,0.374,0.374,0.374,,,,
723,소로2류446호선,시도723호선(춘의-원미),춘의동 197,원미동 38,0.178,0.178,0.178,,,,
724,소로2류447호선,시도724호선(원미-원미),원미동 38,원미동 38,0.181,0.181,0.181,,,,
725,소로2류448호선,시도725호선(원미-원미),원미동 38,원미동 38,0.178,0.178,0.178,,,,
726,소로2류449호선,시도726호선(원미-원미),원미동 2-1,춘의동 197,0.568,0.568,0.568,,,,
727,소로2류450호선,시도727호선(춘의-원미),춘의동 159,원미동 38,0.843,0.843,0.843,,,,
728,소로2류451호선,시도728호선(춘의-춘의),춘의동 148,춘의동 148,0.022,0.022,0.022,,,,
729,소로2류452호선,시도729호선(춘의-춘의),춘의동 189,춘의동 189,0.022,0.022,0.022,,,,
730,소로2류453호선,시도730호선(원미-원미),원미동 188-13,원미동 57-17,0.158,0.158,0.158,,,,
731,소로2류454호선,시도731호선(원미-원미),원미동 75,워미동 93,0.493,0.493,0.493,,,,
732,소로2류455호선,시도732호선(원미-원미),원미동 75,원미동 93,0.486,0.486,0.486,,,,
733,소로2류456호선,시도733호선(원미-원미),원미동 76,원미동 75,0.534,0.534,0.534,,,,
734,소로2류457호선,시도734호선(원미-원미),원미동 93,원미동 75,0.534,0.534,0.534,,,,
735,소로2류458호선,시도735호선(원미-원미),원미동 93,원미동 93,0.534,0.534,0.534,,,,
736,소로2류459호선,시도736호선(원미-원미),원미동 136,원미동 136,0.209,0.209,0.209,,,,
737,소로2류460호선,시도737호선(원미-원미),원미동 136,원미동 136,0.476,0.476,0.476,,,,
738,소로2류461호선,시도738호선(원미-원미),원미동 136,원미동 136,0.534,0.534,0.534,,,,
739,소로2류462호선,시도739호선(원미-원미),원미동 136,원미동 136,0.55,0.55,0.55,,,,
740,소로2류463호선,시도740호선(심곡-심곡),심곡동 473,심곡동 473-2,0.184,0.184,0.184,,,,
741,소로2류464호선,시도741호선(심곡-심곡),심곡동 474,심곡동 473-2,0.544,0.544,0.544,,,,
742,소로2류465호선,시도742호선(심곡-심곡),심곡동 473-2,심곡동 473-2,0.046,0.046,0.046,,,,
743,소로2류466호선,시도743호선(원미-심곡),원미동 204-32,심곡동 474,0.132,0.132,0.132,,,,
744,소로2류467호선,시도744호선(심곡-심곡),심곡동 486,심곡동 486,0.242,0.242,0.242,,,,
745,소로2류468호선,시도745호선(심곡-심곡),심곡동 481,심곡동 486,0.163,0.163,0.163,,,,
746,소로2류469호선,시도746호선(심곡-심곡),심곡동 486,심곡동 481,0.335,0.335,0.335,,,,
747,소로2류470호선,시도747호선(심곡-심곡),심곡동 486,심곡동 486,0.168,0.168,0.168,,,,
748,소로2류471호선,시도748호선(심곡-심곡),심곡동 495,심곡동 495,0.212,0.212,0.212,,,,
749,소로2류472호선,시도749호선(심곡-심곡),심곡동 480,심곡동 480,0.212,0.212,0.212,,,,
750,소로2류473호선,시도750호선(심곡-심곡),심곡동 495,심곡동 480,0.276,0.276,0.276,,,,
751,소로2류474호선,시도751호선(심곡-심곡),심곡동 467,심곡동 469,0.23,0.23,0.23,,,,
752,소로2류475호선,시도752호선(심곡-심곡),심곡동 467,심곡동 467,0.136,0.136,0.136,,,,
753,소로2류476호선,시도753호선(심곡-심곡),심곡동 467,심곡동 467,0.227,0.227,0.227,,,,
754,소로2류477호선,시도754호선(원미-원미),원미동 29-16,원미동 29-61,0.15,0.15,0.15,,,,
755,소로2류478호선,시도755호선(원미-원미),원미동 44-104,원미동 29-54,0.185,0.185,0.185,,,,
756,소로2류479호선,시도756호선(원미-원미),원미동 3,원미동 144-21,0.143,0.143,0.143,,,,
757,소로2류480호선,시도757호선(원미-원미),원미동 3,원미동 산 20-3,0.322,0.322,0.322,,,,
758,소로2류481호선,시도758호선(원미-원미),원미동 3,원미동 3,0.023,0.023,0.023,,,,
759,소로2류482호선,시도759호선(원미-원미),원미동 3,원미동 3,0.023,0.023,0.023,,,,
760,소로2류483호선,시도760호선(원미-원미),원미동 3,원미동 3,0.023,0.023,0.023,,,,
761,소로2류484호선,시도761호선(소사-소사),소사동 243-1,소사동 243-1,0.248,0.248,0.248,,,,
762,소로2류485호선,시도762호선(소사-소사),소사동 22-35,소사동 11-6,0.207,0.207,0.207,,,,
763,소로2류486호선,시도763호선(소사-소사),소사동 245-1,소사동 245-1,0.13,0.13,0.13,,,,
764,소로2류487호선,시도764호선(소사-소사),소사동 245,소사동 245,0.43,0.43,0.43,,,,
765,소로2류488호선,시도765호선(상동-상동),상동 339,상동 339,0.08,0.08,0.08,,,,
766,소로2류489호선,시도766호선(상동-상동),상동 339,상동 339,0.094,0.094,0.094,,,,
767,소로2류490호선,시도767호선(상동-상동),상동 341,상동 341,0.111,0.111,0.111,,,,
768,소로2류491호선,시도768호선(상동-상동),상동 341,상동 341,0.146,0.146,0.146,,,,
769,소로2류492호선,시도769호선(상동-상동),상동 341,상동 346,0.247,0.247,0.247,,,,
770,소로2류493호선,시도770호선(상동-상동),상동 339,상동 339,0.413,0.413,0.413,,,,
771,소로2류494호선,시도771호선(중동-중동),중동 988,중동 986,0.695,0.695,0.695,,,,
772,소로2류495호선,시도772호선(중동-상동),중동 988,상동 347,0.33,0.33,0.33,,,,
773,소로2류496호선,시도773호선(중동-중동),중동 987,중동 987,0.176,0.176,0.176,,,,
774,소로2류497호선,시도774호선(중동-중동),중동 987,중동 960-27,0.178,0.178,0.178,,,,
775,소로2류498호선,시도775호선(중동-중동),중동 986,중동 895-18,0.192,0.192,0.192,,,,
776,소로2류499호선,시도776호선(중동-중동),중동 985,중동 985,0.223,0.223,0.223,,,,
777,소로2류500호선,시도777호선(심곡-심곡),심곡동 315-49,심곡동 414-1,0.4,0.4,0.4,,,,
778,소로2류501호선,시도778호선(심곡-심곡),심곡동 414-3,심곡동 414-3,0.191,0.191,0.191,,,,
779,소로2류502호선,시도779호선(심곡-심곡),심곡동 414-3,심곡동 414-3,0.086,0.086,0.086,,,,
780,소로2류503호선,시도780호선(심곡-송내),심곡동 528,송내동 479,0.674,0.674,0.674,,,,
781,소로2류504호선,시도781호선(심곡-심곡),심곡본동 528,심곡본동 528,0.088,0.088,0.088,,,,
782,소로2류505호선,시도782호선(심곡-심곡),심곡동 512,심곡동 499,0.5,0.5,0.5,,,,
783,소로2류506호선,시도783호선(심곡-심곡),심곡동 512,심곡동 515,0.168,0.168,0.168,,,,
784,소로2류507호선,시도784호선(심곡-심곡),심곡동 512,심곡동 515,0.176,0.176,0.176,,,,
785,소로2류508호선,시도785호선(심곡-심곡),심곡동 509,심곡동 499,0.15,0.15,0.15,,,,
786,소로2류509호선,시도786호선(심곡-심곡),심곡동 460,심곡동 470,0.464,0.464,0.464,,,,
787,소로2류510호선,시도787호선(심곡-심곡),심곡동 470,심곡동 470,0.15,0.15,0.15,,,,
788,소로2류511호선,시도788호선(심곡-심곡),심곡동 470,심곡동 470,0.159,0.159,0.159,,,,
789,소로2류512호선,시도789호선(심곡-심곡),심곡동 469,심곡동 469,0.155,0.155,0.155,,,,
790,소로2류513호선,시도790호선(심곡-심곡),심곡본동 547,심곡본동 547,0.485,0.485,0.485,,,,
791,소로2류514호선,시도791호선(심곡-심곡),심곡본동 547,심곡본동 547,0.089,0.089,0.089,,,,
792,소로2류515호선,시도792호선(소사-소사),소사동 245-1,소사동 245-1,0.032,0.032,0.032,,,,
793,소로2류516호선,시도793호선(소사-소사),소사동 245-2,소사동 245-2,0.341,0.341,0.341,,,,
794,소로2류517호선,시도794호선(소사-소사),소사동 285,소사동 245-3,0.135,0.135,0.135,,,,
795,소로2류518호선,시도795호선(역곡-역곡),역곡동 245-3,역곡동 245-3,0.113,0.113,0.113,,,,
796,소로2류519호선,시도796호선(소사-소사),소사동 245-2,소사동 255-1,0.905,0.905,0.905,,,,
797,소로2류520호선,시도797호선(역곡-역곡),역곡동 255-1,역곡동 255-1,0.19,0.19,0.19,,,,
798,소로2류521호선,시도798호선(역곡-역곡),역곡동 256,역곡동 256,0.115,0.115,0.115,,,,
799,소로2류522호선,시도799호선(역곡-역곡),역곡동 256,역곡동 256,0.185,0.185,0.185,,,,
800,소로2류523호선,시도800호선(역곡-역곡),역곡동 256-1,역곡동 256-1,0.19,0.19,0.19,,,,
801,소로2류524호선,시도801호선(역곡-역곡),역곡동 259-1,역곡동 259,0.248,0.248,0.248,,,,
802,소로2류525호선,시도802호선(역곡-역곡),역곡동 259-1,역곡동 259,0.254,0.254,0.254,,,,
803,소로2류526호선,시도803호선(역곡-역곡),역곡동 259-1,역곡동 259,0.31,0.31,0.31,,,,
804,소로2류527호선,시도804호선(역곡-역곡),역곡동 261-1,역곡동 261,0.236,0.236,0.236,,,,
805,소로2류528호선,시도805호선(역곡-역곡),역곡동 261-1,역곡동 261-1,0.24,0.24,0.24,,,,
806,소로2류529호선,시도806호선(역곡-역곡),역곡동 260,역곡동 260,0.24,0.24,0.24,,,,
807,소로2류530호선,시도807호선(역곡-역곡),역곡동 267,역곡동 266,0.24,0.24,0.24,,,,
808,소로2류531호선,시도808호선(역곡-역곡),역곡동 268,역곡동 268,0.24,0.24,0.24,,,,
809,소로2류532호선,시도809호선(역곡-역곡),역곡동 273-1,역곡동 274,0.225,0.225,0.225,,,,
810,소로2류533호선,시도810호선(역곡-역곡),역곡동 275-2,역곡동 275-2,0.14,0.14,0.14,,,,
811,소로2류534호선,시도811호선(역곡-역곡),역곡동 275-2,역곡동 275-2,0.29,0.29,0.29,,,,
812,소로2류535호선,시도812호선(역곡-역곡),역곡동 274,역곡동 274,0.123,0.123,0.123,,,,
813,소로2류536호선,시도813호선(역곡-역곡),역곡동 272,역곡동 272-1,0.26,0.26,0.26,,,,
814,소로2류537호선,시도814호선(역곡-역곡),역곡동 272,역곡동 272,0.19,0.19,0.19,,,,
815,소로2류538호선,시도815호선(역곡-역곡),역곡동 272-1,역곡동 272-1,0.136,0.136,0.136,,,,
816,소로2류539호선,시도816호선(역곡-역곡),역곡동 24-1,역곡동 24-1,0.153,0.153,0.153,,,,
817,소로2류540호선,시도817호선(역곡-역곡),역곡동 24-1,역곡동 24-1,0.145,0.145,0.145,,,,
818,소로2류541호선,시도818호선(역곡-역곡),역곡동 24-1,역곡동 24-1,0.261,0.261,0.261,,,,
819,소로2류542호선,시도819호선(역곡-역곡),역곡동 24-1,역곡동 24-1,0.335,0.335,0.335,,,,
820,소로2류543호선,시도820호선(역곡-역곡),역곡동 274-1,역곡동 274-1,0.17,0.17,0.17,,,,
821,소로2류544호선,시도821호선(역곡-역곡),역곡동 276,역곡동 276,0.105,0.105,0.105,,,,
822,소로2류545호선,시도822호선(소사-소사),소사동 253,소사동 253,0.118,0.118,0.118,,,,
823,소로2류546호선,시도823호선(역곡-역곡),역곡동 250,역곡동 250,0.095,0.095,0.095,,,,
824,소로2류547호선,시도824호선(괴안-괴안),괴안동 211,괴안동 211,0.223,0.223,0.223,,,,
825,소로2류548호선,시도825호선(역곡-역곡),역곡동 258,역곡동 258,0.042,0.042,0.042,,,,
826,소로2류549호선,시도826호선(괴안-괴안),괴안동 211,괴안동 211,0.572,0.572,0.572,,,,
827,소로2류550호선,시도827호선(괴안-괴안),괴안동 211,괴안동 211,0.086,0.086,0.086,,,,
828,소로2류551호선,시도828호선(괴안-괴안),괴안동 211,괴안동 211,0.098,0.098,0.098,,,,
829,소로2류552호선,시도829호선(괴안-괴안),괴안동 211,괴안동 211,0.084,0.084,0.084,,,,
830,소로2류553호선,시도830호선(괴안-괴안),괴안동 210-1,괴안동 210-1,0.16,0.16,0.16,,,,
831,소로2류554호선,시도831호선(송내-송내),송내동 476,송내동 476,0.29,0.29,0.29,,,,
832,소로2류555호선,시도832호선(송내-송내),송내동 477,송내동 477,0.203,0.203,0.203,,,,
833,소로2류556호선,시도833호선(송내-송내),송내동 631-2,송내동 631-2,0.024,0.024,0.024,,,,
834,소로2류557호선,시도834호선(송내-송내),송내동 631-3,송내동 477,0.105,0.105,0.105,,,,
835,소로2류558호선,시도835호선(송내-송내),송내동 631-4,송내동 631-4,0.445,0.445,0.445,,,,
836,소로2류559호선,시도836호선(송내-송내),송내동 631-4,송내동 631-4,0.479,0.479,0.479,,,,
837,소로2류560호선,시도837호선(송내-송내),송내동 631-4,송내동 631-4,0.172,0.172,0.172,,,,
838,소로2류561호선,시도838호선(송내-송내),송내동 631-4,송내동 631-4,0.486,0.486,0.486,,,,
839,소로2류562호선,시도839호선(심곡-심곡),심곡본동 565,심곡본동 565,0.527,0.527,0.527,,,,
840,소로2류563호선,시도840호선(심곡-송내),심곡본동 565,송내동 631-4,0.513,0.513,0.513,,,,
841,소로2류564호선,시도841호선(심곡-송내),심곡본동 565,송내동 631-4,0.499,0.499,0.499,,,,
842,소로2류565호선,시도842호선(심곡-송내),심곡본동 565,송내동 631-4,0.462,0.462,0.462,,,,
843,소로2류566호선,시도843호선(심곡-송내),심곡본동 565,송내동 631-4,0.466,0.466,0.466,,,,
844,소로2류567호선,시도844호선(심곡-심곡),심곡본동 651,심곡본동 651,0.535,0.535,0.535,,,,
845,소로2류568호선,시도845호선(심곡-심곡),심곡본동 651,심곡본동 651,0.532,0.532,0.532,,,,
846,소로2류569호선,시도846호선(심곡-심곡),심곡본동 651,심곡본동 651,0.514,0.514,0.514,,,,
847,소로2류570호선,시도847호선(심곡-심곡),심곡본동 651,심곡본동 651,0.29,0.29,0.29,,,,
848,소로2류571호선,시도848호선(심곡-심곡),심곡본동 651,심곡본동 651,0.533,0.533,0.533,,,,
849,소로2류572호선,시도849호선(심곡-심곡),심곡본동 651,심곡본동 651,0.524,0.524,0.524,,,,
850,소로2류573호선,시도850호선(심곡-심곡),심곡본동 651,심곡본동 651,0.537,0.537,0.537,,,,
851,소로2류574호선,시도851호선(송내-송내),송내동 441-14,송내동 산 31-2,0.068,0.068,0.068,,,,
852,소로2류575호선,시도852호선(송내-송내),송내동 453,송내동 산 37-1,0.167,0.167,0.167,,,,
853,소로2류576호선,시도853호선(송내-송내),송내동 464-1,송내동 463-6,0.093,0.093,0.093,,,,
854,소로2류577호선,시도854호선(송내-송내),송내동 680,송내동 680,0.21,0.21,0.21,,,,
855,소로2류578호선,시도855호선(송내-송내),송내동 680,송내동 680,0.253,0.253,0.253,,,,
856,소로2류579호선,시도856호선(심곡-심곡),심곡본동 819-1,심곡본동 819-1,0.204,0.204,0.204,,,,
857,소로2류580호선,시도857호선(심곡-심곡),심곡본동 819-1,심곡본동 819-1,0.297,0.297,0.297,,,,
858,소로2류581호선,시도858호선(심곡-심곡),심곡본동 819,심곡본동 819,0.51,0.51,0.51,,,,
859,소로2류582호선,시도859호선(심곡-심곡),심곡본동 587,심곡본동 819-1,0.158,0.158,0.158,,,,
860,소로2류583호선,시도860호선(심곡-심곡),심곡본동 615,심곡본동 615,0.14,0.14,0.14,,,,
861,소로2류584호선,시도861호선(심곡-심곡),심곡본동 615,심곡본동 629-3,0.234,0.234,0.234,,,,
862,소로2류585호선,시도862호선(심곡-심곡),심곡본동 615,심곡본동 615,0.433,0.433,0.433,,,,
863,소로2류586호선,시도863호선(심곡-심곡),심곡본동 625-7,심곡본동 산 46-3,0.126,0.074,0.074,,,,0.052
864,소로2류587호선,시도864호선(심곡-심곡),심곡본동 569-4,심곡본동 617-61,0.28,0,,,,,0.28
865,소로2류588호선,시도865호선(심곡-심곡),심곡본동 797,심곡본동 797,0.065,0.065,0.065,,,,
866,소로2류589호선,시도866호선(심곡-심곡),심곡본동 797,심곡본동 797,0.082,0.082,0.082,,,,
867,소로2류590호선,시도867호선(심곡-심곡),심곡본동 797,심곡본동 797,0.077,0.077,0.077,,,,
868,소로2류591호선,시도868호선(심곡-심곡),심곡본동 797,심곡본동 797,0.072,0.072,0.072,,,,
869,소로2류592호선,시도869호선(심곡-심곡),심곡본동 797,심곡본동 530-301,1.166,0.952,0.952,,,,0.214
870,소로2류593호선,시도870호선(심곡-심곡),심곡본동 562-378,심곡본동 562-52,0.14,0.14,0.14,,,,
871,소로2류594호선,시도871호선(심곡-심곡),심곡본동 530-244,심곡본동 530-386,0.175,0.175,0.175,,,,
872,소로2류595호선,시도872호선(소사-소사),소사본동 291,소사본동 291,0.07,0.07,0.07,,,,
873,소로2류596호선,시도873호선(소사-소사),소사본동 291-1,소사본동 291,0.361,0.361,0.361,,,,
874,소로2류597호선,시도874호선(소사-소사),소사본동 291-1,소사본동 291-1,0.115,0.115,0.115,,,,
875,소로2류598호선,시도875호선(소사-소사),소사본동 345,소사본동 367-21,0.194,0.194,0.194,,,,
876,소로2류599호선,시도876호선(소사-소사),소사본동 289,소사본동 289,0.184,0.184,0.184,,,,
877,소로2류600호선,시도877호선(소사-소사),소사본동 302,소사본동 302,0.236,0.236,0.236,,,,
878,소로2류601호선,시도878호선(소사-소사),소사본동 302-2,소사본동 302-2,0.235,0.235,0.235,,,,
