,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
28132,201704,7호선,춘의,0,0,4378,1317,9695,6240,25120,28646,26749,52782,15424,15331,10560,8791,10477,7787,11336,7830,11174,8979,10557,9322,10747,9384,12586,10771,23168,13307,38107,18816,19015,20067,15493,14589,12963,12250,6229,12056,2445,7972,284,2603,0,0,0,0,0,0,20170503
28299,201704,경인선,소사,376,18,19893,3816,21383,12426,49053,15493,47257,26308,31141,17403,24940,20040,22585,18082,23431,18950,22597,18736,20881,18714,21880,20059,23593,23332,26680,29279,24376,37693,15872,38024,12214,29200,10339,25534,7532,26741,3275,18146,259,4139,0,0,0,0,0,0,20170503
28301,201704,경인선,역곡,539,12,26850,4246,50002,13809,140610,16837,143195,47443,76892,49640,52888,32963,47677,34994,48792,34652,48761,39328,41403,39093,42819,44555,48175,55449,55594,70475,51469,108448,36070,114432,28202,73938,28042,69463,24953,63060,12640,43042,868,7850,0,0,0,0,0,0,20170503
28307,201704,경인선,중동,765,4,11742,1735,20332,4228,50281,7793,42294,17753,24094,11532,18583,8393,16586,9585,16722,11438,16036,11808,12727,12554,12167,14498,13107,18150,15628,22027,15369,30611,10346,34398,7850,22781,7260,20881,5778,19344,2207,15000,201,3733,0,0,0,0,0,0,20170503
28661,201703,7호선,까치울,3,0,2892,633,9874,2988,35839,5270,39996,8793,18631,5551,10847,4356,9546,5897,10024,7419,10113,6970,8964,7928,8694,8522,8990,11525,10682,16852,11095,25251,7746,24674,5411,16541,5221,15764,3693,14532,1514,8622,175,2491,0,0,0,0,0,0,20170403
28681,201703,7호선,상동,7,1,5350,1854,17690,6488,51536,15466,42493,33184,24124,29196,17891,19191,18191,21858,20121,23216,21888,24415,21944,23593,24403,24196,26381,25822,29929,34086,35963,49590,25520,50835,22223,30828,24114,23597,23032,20791,9254,16397,1652,5235,1,638,0,0,0,0,20170403
28686,201703,7호선,신중동,2,0,5668,1480,19053,6371,57131,17338,50580,44639,26321,29995,20526,16158,19801,15212,21018,16420,20411,18075,19370,19078,21092,20137,23745,23990,28965,30841,42507,45150,25258,51603,26212,31036,17940,25572,14439,24100,7035,18061,954,6519,1,2,0,0,0,0,20170403
28700,201703,7호선,춘의,0,0,4168,1373,9699,6138,27538,30865,28166,57568,15692,15577,10337,8648,10169,6843,10708,6883,10927,8326,9473,7862,9682,8636,11812,10303,22756,13179,40663,19675,19998,21020,16995,14984,13661,12718,6678,11878,2395,8493,294,2893,0,0,0,0,0,0,20170403
28867,201703,경인선,소사,287,6,19889,3919,21801,12831,52175,15562,49332,26804,31572,17701,25392,18207,23256,15446,23799,17459,22265,18830,19779,18303,20448,20064,24195,24361,27240,30937,25286,40513,16224,41589,12622,29371,10252,27092,7397,27258,3144,19495,254,4439,0,0,0,0,0,0,20170403
28869,201703,경인선,역곡,463,8,25869,4050,50788,13633,151850,16891,151237,53532,79894,52430,54198,34161,48215,36995,50372,34490,50204,39451,42356,39512,44633,45039,51804,58199,61995,75624,56591,118684,38744,122718,29192,77901,28650,71749,25747,68427,13143,44655,943,8814,0,0,0,0,0,0,20170403
28875,201703,경인선,중동,659,2,11535,1496,20856,4071,53088,8260,44985,18700,24450,11903,18821,8754,17286,9438,17108,11806,16510,12157,13316,12782,12809,14240,14196,19101,16653,22853,16094,32153,10581,37166,7878,23700,7385,21372,6160,20325,2321,15986,216,4035,0,0,0,0,0,0,20170403
29231,201702,7호선,까치울,2,0,2486,515,8023,2579,26728,4038,32472,7297,15298,4547,9686,3781,8347,5136,9006,5957,9465,6345,8364,6485,7789,7858,8074,9310,9392,12848,9875,21427,6437,21065,4723,14038,4347,13286,3191,12166,1307,7289,146,2040,0,0,0,0,0,0,20170308
29251,201702,7호선,상동,4,1,4497,1526,14789,5397,40931,12400,35049,27931,18665,26912,15207,18064,15897,20269,18811,22294,20674,23165,21456,23893,23882,23035,25795,23721,28167,28584,34027,43461,24148,43319,20519,26722,21918,20848,21660,17584,8941,14388,1454,4431,1,293,0,0,0,0,20170308
29256,201702,7호선,신중동,1,0,4869,1306,15737,5098,46059,14552,41716,37150,21074,26712,17313,14321,17579,14439,19550,15240,19541,16997,19038,17983,20342,18801,21972,21210,25664,25783,38928,39468,23207,44733,23689,28242,15950,21924,13118,21570,6771,15070,905,5733,0,0,0,0,0,0,20170308
29270,201702,7호선,춘의,0,0,3429,1103,7942,5041,21809,27735,22932,49843,13092,13934,8849,7692,8940,6261,9582,6184,9874,7456,9006,7403,9079,7525,10411,8654,20708,11398,36085,16176,17897,18001,14360,13399,12737,10554,6015,10262,2307,7147,276,2502,0,0,0,0,0,0,20170308
29437,201702,경인선,소사,207,5,16618,2809,17797,10443,41957,12848,39903,19063,27022,11599,21947,12734,20598,12794,21381,14924,20040,17078,18043,16380,17679,17076,19541,20158,21840,25218,19804,33697,12517,35706,9661,25478,7456,22514,5534,23351,2396,16529,256,3924,0,0,0,0,0,0,20170308
29439,201702,경인선,역곡,388,6,21413,2994,41529,11873,123978,13591,125807,28466,65915,24557,46153,21166,42579,23774,44112,26524,44183,31343,36585,33525,35002,38856,36087,48541,41337,60777,40628,98697,27990,107809,20930,68363,19425,62016,15745,58290,8621,38498,657,7766,0,0,0,0,0,0,20170308
29445,201702,경인선,중동,543,2,9575,1146,17280,3406,43444,6427,36576,13799,19974,10517,16054,7508,15239,8825,15530,10831,15065,10650,12249,11796,12001,12653,12102,15941,13611,18686,14319,27596,9553,31493,6650,20581,6078,18866,5458,17169,2065,13447,198,3578,0,0,0,0,0,0,20170308
29800,201701,7호선,까치울,5,0,2566,513,7997,2315,25679,3606,32140,6876,15271,4348,9673,3867,8691,5054,9022,6186,9755,6291,8346,6681,7840,7481,7884,9999,9127,13020,9616,20333,6550,22280,4776,14254,4618,12898,3034,12679,1318,7079,186,2061,2,9,0,0,0,0,20170208
29820,201701,7호선,상동,8,0,4656,1634,15094,5698,40243,12036,34219,28342,18432,28106,15315,18362,16888,19721,19456,22225,20637,23703,21340,23240,23644,23143,25776,23716,28761,29966,33712,41063,23749,44678,21266,26814,21767,20485,21805,17068,8966,14273,1435,4347,18,367,0,0,0,0,20170208
29825,201701,7호선,신중동,4,0,5157,1361,16165,5316,45927,14575,41544,37683,21034,26825,17641,15506,17753,15536,20027,15604,19861,17740,19175,18796,20679,19473,22560,21662,26143,26817,39307,39158,23371,46538,24762,25966,16410,22383,13164,19605,6487,15890,1008,5815,19,40,0,0,0,0,20170208
29839,201701,7호선,춘의,0,0,3422,1139,8064,4807,21593,26351,22812,48906,12933,14339,9352,7361,9559,6748,10147,6642,10214,7875,9785,7790,9796,8164,10922,9233,20520,12057,36185,16666,17928,17994,13200,13210,12023,10354,6157,10093,2486,8140,287,2581,4,23,0,0,0,0,20170208
30006,201701,경인선,소사,249,4,15646,2729,17828,10034,41787,12552,39941,17057,27368,12358,23002,12804,21841,13184,22469,15088,20477,17543,18784,17498,18033,18388,19916,21278,21888,26157,19714,33334,12731,36083,10034,25218,7905,23153,5592,23197,2620,16451,255,4047,10,58,0,0,0,0,20170208
30008,201701,경인선,역곡,374,6,21486,3264,41835,11947,121632,12997,126349,28257,66183,25520,47027,21369,43907,24653,45485,28671,45179,32964,38952,35093,37484,40676,37877,51240,42775,62324,40916,100423,27633,108181,21291,65704,20053,62089,16190,57783,8494,38105,618,7554,2,103,0,0,0,0,20170208
30014,201701,경인선,중동,577,3,9090,1164,17661,3822,42828,6576,36147,14214,20055,10380,16077,8003,15871,9056,16517,11568,15659,11301,13410,12010,13107,13124,13390,16431,14070,19134,14385,27477,9349,32748,6964,20138,6224,18993,5858,17106,1899,13455,246,3393,0,37,0,0,0,0,20170208
30370,201612,7호선,까치울,5,0,2733,664,9127,2652,28893,4089,37954,8713,16827,5149,10563,4398,10038,5614,9587,7030,9895,6626,8963,7336,8539,8697,9511,10970,10946,15736,11055,21810,7077,23635,5154,15182,5205,14213,3598,13836,1589,8634,215,2663,4,21,0,0,0,0,20170108
30390,201612,7호선,상동,8,1,4786,1727,16109,6086,44270,12661,38932,32098,21016,28632,17028,19441,17950,21793,20839,24028,22965,24774,23007,24538,25521,25048,29517,26332,32367,35588,35577,47398,24964,48200,22928,29537,23970,23173,24562,19700,10745,16900,2028,5285,29,729,0,28,0,0,20170108
30395,201612,7호선,신중동,1,0,5255,1445,16912,5425,50187,15773,46671,43132,23970,28494,19593,16074,19334,16492,20808,17601,21863,19381,21105,19816,23097,21584,25727,24433,30715,31511,42525,44266,24960,50592,26414,27534,18873,24674,15579,22294,7903,18971,1248,7472,20,72,0,0,0,0,20170108
30409,201612,7호선,춘의,0,0,3920,1134,8789,5318,23449,28682,26288,51522,14161,14655,9616,7830,9831,6604,10337,6834,10352,8003,9612,8262,10042,8533,12024,9909,22799,12985,38885,17967,17866,18518,14025,13646,12945,11549,5461,10750,2353,9478,333,3128,4,34,0,0,0,0,20170108
30576,201612,경인선,소사,341,5,18708,3652,19666,11358,46991,14538,45759,21206,30420,13649,24547,13827,22839,14593,23305,16254,21716,18325,19463,18522,19594,19370,22913,22923,25751,29817,22678,37148,14425,37404,10969,27972,8586,25036,6534,26751,2842,20344,288,4982,0,0,0,0,0,0,20170108
30578,201612,경인선,역곡,527,15,24210,3845,46122,13874,136302,15502,142605,39479,73883,36134,51861,28032,47360,32825,49149,33101,48886,38874,44078,38968,44683,44732,49758,55146,55587,72433,49384,110470,32689,110387,25157,72206,24578,66772,21758,66704,11247,45593,884,9446,0,0,0,0,0,0,20170108
30584,201612,경인선,중동,687,1,10704,1318,19404,4146,47475,7546,41453,17963,22880,10971,17935,8949,17186,9685,16698,12104,16995,11939,13983,12698,13677,13562,15465,18505,16764,22149,16062,30853,10031,33205,7321,22322,7362,20719,6317,19689,2305,15950,220,4669,0,0,0,0,0,0,20170108
30939,201611,7호선,까치울,2,0,2767,662,9586,2692,30911,4110,37960,8695,17639,5564,10346,4417,9647,5220,9124,6423,9251,6665,8030,7434,8401,7846,8966,10284,10259,15650,10021,22794,6883,23942,4756,15905,4655,13971,3251,13462,1312,8154,154,2336,0,0,0,0,0,0,20161208
30959,201611,7호선,상동,6,0,4788,1626,16716,6125,47117,12455,40258,32149,22426,27380,16692,19278,16365,20574,19775,21953,20932,23758,21264,23832,23772,22592,26828,25717,30312,32880,33805,44347,23518,48848,20188,29084,21323,22392,21038,18685,8853,15540,1559,4900,1,576,0,0,0,0,20161208
30964,201611,7호선,신중동,2,0,5630,1439,17928,5265,52959,16354,48852,44409,25172,27928,18926,15594,18283,15223,20096,15630,19752,16887,18914,18458,20057,19326,22546,22528,28381,30469,41465,43065,22956,50483,24299,27956,16917,24367,13926,21619,6413,17532,956,6091,0,58,0,0,0,0,20161208
30978,201611,7호선,춘의,1,0,4259,1252,9049,5348,25013,29459,26563,51802,14159,14040,9687,7650,9191,5996,9980,6399,9849,7323,8740,7788,9136,8032,10831,9418,22085,12612,38497,18607,18179,19075,13591,13741,13285,11269,5714,10369,2150,8741,272,2633,0,1,0,0,0,0,20161208
31145,201611,경인선,소사,414,6,20140,3880,20930,11252,50397,14769,47956,25836,30600,14949,23560,15557,21640,13887,21738,17397,20190,18451,18277,18050,19192,17820,21322,22760,27287,30717,23931,37632,15081,37208,11227,30156,10295,24715,7352,26108,3142,18264,237,4849,0,0,0,0,0,0,20161208
31147,201611,경인선,역곡,576,12,25785,4151,48159,13933,145453,15485,145918,46659,75425,46818,49970,31909,44071,35863,45808,33983,45494,39024,40330,37321,44211,41843,50323,51563,57805,74801,52884,110699,34825,113708,28901,75516,26276,65927,23570,66365,11749,42056,869,9170,0,0,0,0,0,0,20161208
31153,201611,경인선,중동,742,8,11457,1373,20205,4211,51011,8085,43352,18167,24346,11138,17361,8457,15849,9402,16199,11454,15989,10889,13027,12643,12758,13041,13947,18223,16665,22549,15310,31121,9736,34790,7032,23770,7043,20441,5855,19420,2064,14821,224,3981,0,0,0,0,0,0,20161208
31507,201610,7호선,까치울,2,0,2971,735,9569,2796,30373,4433,35551,8615,17696,6019,10710,5475,9808,6486,9940,7988,10394,7544,9965,8305,9749,8797,10371,12038,10996,15461,10744,22106,7092,23237,5283,15321,5102,13951,3609,13942,1403,8087,178,2386,0,0,0,0,0,0,20161108
31527,201610,7호선,상동,7,0,4978,1728,16809,6503,45686,12991,38502,30888,22666,26969,17828,21181,17919,22342,21106,24718,22931,25966,23516,24076,25493,24979,27535,26511,30366,32703,33294,43313,23461,46182,20906,29013,21710,22559,21697,18784,8926,14851,1452,4644,1,405,0,0,0,0,20161108
31532,201610,7호선,신중동,0,0,5847,1446,17875,5311,51139,16415,46903,42512,25908,27998,20165,16149,19630,15895,21247,16723,21218,18207,19984,19779,21275,20739,23030,24551,27278,30468,39831,41751,22606,48933,24608,27691,16854,24023,13995,21335,6366,17070,979,6131,0,0,0,0,0,0,20161108
31546,201610,7호선,춘의,0,0,4489,1306,9030,5485,24234,29622,25521,47578,14825,13705,10169,7481,10068,6333,10482,6502,10489,7728,9322,8075,9218,8492,10523,9961,20340,13233,35934,18407,17827,18498,13652,13718,13764,11439,6136,10498,2262,8498,236,2492,0,0,0,0,0,0,20161108
31714,201610,경인선,소사,624,10,20206,4016,21697,11600,49541,15604,48202,24176,33046,15073,25934,15255,23332,15276,23228,18806,21816,19351,19919,19314,20091,19168,22611,24183,26709,31440,24181,36980,15923,40488,12141,28851,10310,25700,7634,27004,3375,19164,241,4303,0,0,0,0,0,0,20161108
31716,201610,경인선,역곡,841,10,26426,4408,49064,14397,138971,16564,138416,45453,76276,45513,52312,31167,47065,35695,49564,37586,48531,41383,43657,39581,44535,44021,49621,53306,57649,73036,51352,104111,34137,112884,27386,74451,26713,65681,23902,65268,11962,43722,754,7890,0,0,0,0,0,0,20161108
31722,201610,경인선,중동,903,5,11759,1550,20477,4319,49435,7668,42474,18056,24668,10691,18955,9522,18001,9852,17530,11247,16654,11608,13379,13016,13409,13698,13951,19690,16288,23080,15805,29912,10230,35534,7589,23540,7050,20074,5331,20777,2079,14504,231,3904,0,0,0,0,0,0,20161108
32076,201609,7호선,까치울,3,0,2740,698,9029,2636,28027,4229,32047,7810,16021,5457,9690,4518,8748,5527,8845,6655,9079,6685,8479,7168,8150,7926,9022,10257,9692,13869,9857,20134,6927,20985,5112,14125,4695,12793,3457,12998,1361,7652,174,2225,1,22,0,1,0,0,20161008
32096,201609,7호선,상동,4,0,4502,1747,15891,5969,42907,12352,34905,28429,19946,24646,15877,17575,16208,17569,18036,20370,18594,21523,19039,21294,21085,21294,23285,23875,26636,28903,29997,39383,21359,43266,18149,26395,19224,20839,20161,17372,8289,14154,1403,4791,14,381,0,0,0,0,20161008
32101,201609,7호선,신중동,0,0,5237,1252,16941,4951,48180,16042,42420,39697,23114,25269,18328,14962,17710,14411,19245,14889,18716,17469,17658,17046,18746,17848,21247,21227,25309,27726,36265,38356,21814,44911,22978,26675,15650,22092,13304,19902,6129,16234,975,6375,16,43,0,0,0,0,20161008
32115,201609,7호선,춘의,0,0,3825,1115,8712,5345,22309,26996,23177,43160,13924,12539,9583,7258,9147,5836,9462,6182,9676,7359,8874,7357,9110,7599,10210,9271,18565,11864,31613,17186,16873,17139,12710,13071,12828,10297,6238,10222,2458,7892,264,2744,6,33,0,0,0,0,20161008
32283,201609,경인선,소사,792,6,17676,3294,19632,10179,46839,14568,44309,23026,29722,15278,23841,15139,21916,14436,21990,16626,20198,18300,18390,17581,18695,18434,21616,21845,24363,27389,22548,34725,15535,37919,11529,26946,10117,24434,7080,25644,3245,17842,284,4184,1,67,0,1,0,0,20161008
32285,201609,경인선,역곡,968,16,23229,4222,45654,12384,129434,14838,126304,44998,69377,44040,47845,29917,43482,32816,44659,31098,42931,36695,38104,36005,39584,40632,46650,50729,52958,65131,49683,98132,34017,103561,26529,68419,24803,61380,21904,60701,11431,40878,845,8132,0,134,0,1,0,0,20161008
32291,201609,경인선,중동,856,1,10607,1422,19231,4042,46056,6924,38947,16817,22704,10503,17810,8502,15513,9545,15802,10947,15293,11261,12572,11780,12066,13570,13663,16589,15071,21212,14974,28242,10200,32709,7484,22301,7184,19620,5449,18819,2042,13939,225,3886,1,39,0,0,0,0,20161008
32645,201608,7호선,까치울,5,0,2994,703,9887,2999,27830,4318,31173,7668,15536,5077,9684,4070,8128,5499,8546,6549,8924,5803,7566,6128,7416,7872,7962,9074,9359,13668,9819,20430,7121,22382,5376,14752,5195,13038,3550,13288,1476,7465,172,2222,0,0,0,0,0,0,20160908
32665,201608,7호선,상동,3,0,5000,1770,17931,6257,42419,13359,34373,30524,18770,28320,15758,18518,16660,19429,18888,22171,19908,22725,20120,23328,22525,21229,25301,24629,28235,28145,33560,40092,24011,47384,20874,28246,21931,21619,23419,17851,9248,14861,1591,4551,0,207,0,0,0,0,20160908
32670,201608,7호선,신중동,0,0,5769,1597,18080,5387,48267,16795,42025,40101,23072,26626,18211,16149,17877,15293,19671,15108,19913,19325,18870,17581,20106,17727,21732,21638,26438,27543,39903,39198,23958,47567,25232,27963,16541,23643,13872,19968,6464,16877,1082,5788,0,0,0,0,0,0,20160908
32684,201608,7호선,춘의,1,0,4192,1501,9198,6175,22763,27654,23030,45485,13876,12808,9512,7303,9126,5947,9778,6162,9268,7313,8891,7335,8912,7061,10129,9176,20175,11228,33659,17204,17420,17867,13092,14440,13336,10912,6185,10289,2411,8408,268,2558,0,0,0,0,0,0,20160908
32840,201608,경인선,소사,945,8,18526,3292,21119,11362,47494,15149,44300,19351,29441,12341,23614,12738,20301,12696,20446,14077,18352,17063,16450,15737,16275,16838,18748,20673,23131,25322,21110,35539,14197,38711,10718,27882,8846,24729,6452,26425,3084,17729,196,4149,0,0,0,0,0,0,20160908
32842,201608,경인선,역곡,1050,21,24604,4382,48472,13538,129215,14082,125543,31260,67305,30084,47167,22522,41096,24855,42114,26406,39519,32283,34347,32719,33665,37042,37624,47249,44167,60052,41229,99996,29077,108495,22965,72251,21105,62015,17851,62790,9029,38825,626,7942,0,0,0,0,0,0,20160908
32848,201608,경인선,중동,1093,5,11425,1649,20722,4332,46170,6877,38677,15926,21550,10531,16426,8843,15256,9043,15300,10602,14461,10774,11832,11300,11772,12492,12727,15357,14809,19964,15306,28891,10506,35031,7768,22420,7300,20088,5219,18778,2083,14519,203,3530,0,0,0,0,0,0,20160908
33203,201607,7호선,까치울,12,0,2990,835,9999,2959,28105,4638,32067,8189,15728,5572,9866,4537,8411,5992,9213,6996,9224,6380,8477,6653,8205,8143,8417,9839,9587,13382,10281,20390,7390,22828,5843,14530,5336,13413,3968,13248,1572,7799,180,2198,0,0,0,0,0,0,20160808
33223,201607,7호선,상동,9,0,4875,1729,17557,6254,43614,13917,35568,32022,19291,29077,15925,18271,16397,19748,19313,22553,20382,23065,20148,24142,22782,21095,25354,25373,28694,28821,34375,41472,24342,46590,21245,28381,22639,22093,24314,18176,9986,15255,1567,4756,0,282,0,0,0,0,20160808
33228,201607,7호선,신중동,1,0,5968,1495,18119,5227,49592,16819,42745,41714,22998,27934,19038,16387,18621,15245,20144,15462,20267,19750,19339,18050,20858,17918,22414,21889,26684,28612,40105,40011,24345,47701,25386,28279,17124,24301,14804,20870,7035,17090,1063,6144,0,16,0,0,0,0,20160808
33242,201607,7호선,춘의,1,0,4084,1401,9126,6415,22982,26861,23115,46623,13719,12973,9502,7811,9144,6321,9694,6534,9927,7637,9473,7681,9204,7303,10382,9249,20923,11159,34137,17136,17604,17618,12827,13479,12279,11275,6148,10134,2377,8350,271,2673,0,0,0,0,0,0,20160808
33398,201607,경인선,소사,688,12,18950,3879,20643,11399,48396,15846,45884,19743,30114,13035,23840,13276,21263,13420,21481,14955,19822,18022,17313,17095,17761,17954,19554,21208,23501,26109,21616,36515,14658,39058,11111,28112,9824,25912,6928,26547,3166,18256,225,4485,0,0,0,0,0,0,20160808
33400,201607,경인선,역곡,942,13,25747,4720,48008,13355,131904,15151,129870,30763,68808,28225,47898,22097,42192,24386,43249,27425,41716,32984,35535,33588,34195,38782,36766,48041,42531,60993,41449,100255,28972,108562,23417,70455,21204,64995,18041,64262,8941,41215,634,8139,0,0,0,0,0,0,20160808
33406,201607,경인선,중동,1013,5,11574,1702,21021,4417,48079,7499,40618,18178,22240,11314,17114,9405,15737,9350,16173,11426,15723,11500,12508,12177,12819,12849,13841,16385,15326,20043,16114,30179,10930,34645,8333,22761,7609,21339,5604,20229,2049,14745,177,3749,0,0,0,0,0,0,20160808
33760,201606,7호선,까치울,8,2,2968,732,10448,2964,29986,4571,33513,8566,16112,6077,9957,5473,8469,6619,8909,7203,9374,7229,8574,7267,9386,8513,9862,10136,10641,14305,10883,20313,7590,22530,6080,14876,5507,13622,4101,13554,1622,7602,171,2434,0,0,0,0,0,0,20160708
33780,201606,7호선,상동,6,0,5069,1782,17903,6515,45425,14408,36891,33374,20519,26802,16631,18866,16815,19603,18933,21766,20413,22669,20094,21972,22427,22153,24260,24159,27085,29611,32168,41478,23149,45301,20206,28776,21649,22055,22409,19429,9065,15194,1578,5040,2,337,0,0,0,0,20160708
33785,201606,7호선,신중동,0,0,5759,1485,19243,5060,51629,17747,44693,42732,23792,28705,19419,15536,18353,15439,19712,15980,19838,17920,18470,18352,19953,18754,21542,22143,26160,28673,39809,39428,23386,48264,24575,27972,17263,24535,14497,21027,6947,17522,1125,6657,2,14,0,0,0,0,20160708
33799,201606,7호선,춘의,1,0,4151,1513,9282,6850,23747,28785,23776,48514,13959,13509,9453,8583,9345,7468,10058,7353,10128,8592,9794,8424,9685,8440,11077,9748,21861,11854,35430,16997,17327,18248,13691,13549,13106,10786,6541,10274,2581,8351,292,2702,0,0,0,0,0,0,20160708
33955,201606,경인선,소사,667,6,19691,4270,21262,11784,50406,16594,47606,22283,31176,14036,24612,14568,21514,14271,21555,16125,19969,19127,17613,18431,18233,18994,21108,22470,25198,27315,23145,37704,15832,38915,11853,27707,9901,25685,7251,26972,3312,19210,252,4554,0,0,0,0,0,0,20160708
33957,201606,경인선,역곡,834,13,27088,5122,49607,14236,136801,16826,134259,44175,71102,40949,49583,29444,44463,31752,44647,30817,43200,36506,38189,36008,39186,41001,43444,50377,50909,63160,47578,101633,33637,109978,27118,70314,26285,66156,23830,64881,11932,42507,825,8549,0,0,0,0,0,0,20160708
33963,201606,경인선,중동,833,3,12040,1796,21498,4310,49887,7810,43038,18871,23992,11262,17792,9393,16047,9156,16103,11672,15409,11835,12231,11979,12287,13679,13956,17694,15686,21105,15710,30425,10903,34607,8432,22987,7649,21436,6074,20749,2186,16040,202,3794,0,0,0,0,0,0,20160708
34317,201605,7호선,까치울,8,1,2804,622,10171,2975,29915,4470,33744,8533,16785,6708,10509,6293,9552,8201,10507,8554,11280,8839,10995,9155,11054,9373,11678,11307,11787,14629,11628,20453,8049,21927,6040,15366,5497,14014,3823,13521,1521,8345,166,2573,0,0,0,0,0,0,20160608
34337,201605,7호선,상동,2,0,5048,1880,18150,6865,46106,14618,38177,31471,23001,27102,18148,18839,18313,19781,20401,22317,21623,23296,21477,22943,23475,22745,25009,24108,28017,31258,32093,41812,23410,45617,20796,30056,21652,23577,22157,20143,9449,16522,1455,5521,0,491,0,0,0,0,20160608
34342,201605,7호선,신중동,0,0,5892,1411,19141,4756,51950,16496,46642,42875,26434,29037,21244,16624,20041,15882,21169,17180,21131,18475,19607,19186,21141,20693,22501,23319,26210,29491,38608,41759,24095,48351,25297,29110,17569,25233,14897,22225,7156,18451,1100,6962,2,139,0,0,0,0,20160608
34356,201605,7호선,춘의,5,0,3896,1323,9386,6541,23631,27398,24446,49385,14468,13611,10275,9525,10181,8796,10885,8138,11279,9440,10772,9179,10853,9114,11960,10510,22012,12618,34839,17551,17693,18405,14147,14426,13608,10966,6289,10874,2585,8965,323,2852,0,59,0,0,0,0,20160608
34512,201605,경인선,소사,481,10,19867,3807,22229,12103,50804,16973,48805,24574,33337,16268,26404,17715,23355,14488,23032,16286,21739,18045,18642,18562,18910,19931,21302,24387,25969,29148,24504,38758,17041,40525,13209,29884,11723,27307,8490,28222,4000,21246,306,4706,0,0,0,0,0,0,20160608
34514,201605,경인선,역곡,684,15,26712,4764,51085,15280,138742,17209,138166,47882,76593,49667,53501,33802,47318,36068,49371,33418,47152,40117,40960,39513,41763,44325,48520,54874,56729,68203,53825,105519,37733,112123,30194,74718,29955,70271,26797,68090,14148,46026,1097,9175,0,0,0,0,0,0,20160608
34520,201605,경인선,중동,767,2,12079,1587,21704,4469,50464,7740,43587,17596,25995,11259,19414,9266,17147,9586,16929,11202,16611,11570,13280,12848,12812,14980,13640,18648,15087,22333,16097,31506,11187,34718,8680,24415,7864,22729,5951,21419,2238,16925,254,4215,0,0,0,0,0,0,20160608
34874,201604,7호선,까치울,3,0,2687,541,9485,2731,29293,4461,33201,7873,16020,6300,10007,6075,9370,8077,10105,9779,11333,9278,11460,9752,12372,9838,12154,11111,12413,14147,11356,19666,7880,21158,5688,14800,4942,13006,3598,12960,1559,7589,149,2263,0,0,0,0,0,0,20160508
34894,201604,7호선,상동,6,0,4726,1755,17611,6872,46439,14112,37245,31122,22343,25964,18279,19546,18583,19732,20567,21777,22036,23882,21688,22369,22909,22749,24305,24569,27090,31295,31791,41922,22638,44519,20280,29554,20961,23416,21823,19055,8755,15981,1248,4810,2,628,0,0,0,0,20160508
34899,201604,7호선,신중동,0,0,5357,1377,18648,4614,51606,16091,45826,44076,26227,29694,20653,16423,20218,15659,21346,16072,21349,19052,19861,19414,21358,20693,22263,23556,25902,29949,38868,41442,23814,48501,24667,28583,17621,24667,14537,21712,6783,17793,1039,6209,0,150,0,0,0,0,20160508
34913,201604,7호선,춘의,1,0,3823,1096,9573,6441,23321,28933,24401,52980,13889,13592,10245,7857,9856,6965,10388,7082,10672,8856,10090,8990,10312,9141,11331,9987,22524,12596,35810,17865,18158,18488,14498,14539,14836,10991,7024,10470,2700,8616,320,2665,2,4,0,0,0,0,20160508
35069,201604,경인선,소사,399,4,18847,3831,21592,11395,49748,16202,47474,24334,32787,18712,25815,18398,22338,15085,23520,16362,21719,18602,18739,18709,20422,19685,21916,24049,25697,28643,24594,37495,16793,39528,12541,29598,10885,26543,8169,27958,3725,19871,248,4538,0,0,0,0,0,0,20160508
35071,201604,경인선,역곡,483,9,24770,4472,49258,13949,137604,15914,134665,49722,74671,48563,51236,33218,46203,35126,47496,33162,46778,39197,40895,38520,41631,43785,47972,53050,54517,65900,50876,101213,35342,109733,28602,73564,28309,66677,26043,65807,12946,43259,869,8428,0,0,0,0,0,0,20160508
35077,201604,경인선,중동,696,3,11592,1455,21337,4376,50241,7531,43650,17610,25072,11546,18815,9390,17345,9178,16842,11913,16744,12821,13036,13118,12930,15330,13435,18674,15858,22177,16141,30921,11049,35093,8172,23163,7252,21829,5631,20561,2112,16274,216,3922,0,0,0,0,0,0,20160508
